t,mmsi,latitude,longitude,sog
2021-01-08 00:00:37,265513270,57.059,12.272387,0.2
2021-01-08 00:00:39,219027804,55.94244,11.866287,0
2021-01-08 00:00:39,566948000,55.574253,4.617112,0.5
2021-01-08 00:00:41,219027804,55.94244,11.866283,0
2021-01-08 00:00:41,265513270,57.059,12.272387,0.1
2021-01-08 00:00:43,219027804,55.94244,11.866283,0
2021-01-08 00:00:43,566948000,55.574245,4.617112,0.4
2021-01-08 00:00:44,219001559,57.592247,9.975467,0.1
2021-01-08 00:00:44,265513270,57.059,12.272387,0.2
2021-01-08 00:00:44,566948000,55.574245,4.617112,0.5
2021-01-08 00:00:46,566948000,55.574235,4.617103,0.5
2021-01-08 00:00:47,219027804,55.94244,11.866283,0
2021-01-08 00:00:47,265513270,57.059,12.272388,0.2
2021-01-08 00:00:47,566948000,55.574235,4.617103,0.5
2021-01-08 00:00:48,265513270,57.059,12.272387,0.2
2021-01-08 00:00:48,566948000,55.574232,4.6171,0.6
2021-01-08 00:00:49,219027804,55.94244,11.866283,0
2021-01-08 00:00:50,219001559,57.592248,9.975477,0.1
2021-01-08 00:00:50,265513270,57.059,12.272388,0.1
2021-01-08 00:00:51,219027804,55.94244,11.866283,0
2021-01-08 00:00:51,566948000,55.574218,4.617102,0.5
2021-01-08 00:00:53,219027804,55.94244,11.866282,0
2021-01-08 00:00:53,566948000,55.574217,4.617097,0.5
2021-01-08 00:00:54,265513270,57.059,12.272388,0
2021-01-08 00:00:54,566948000,55.574217,4.617093,0.5
2021-01-08 00:00:55,219027804,55.94244,11.866283,0
2021-01-08 00:00:55,566948000,55.574212,4.617095,0.5
2021-01-08 00:00:57,219001559,57.592265,9.975493,0
2021-01-08 00:00:57,219027804,55.94244,11.866283,0
2021-01-08 00:00:58,265513270,57.059,12.272387,0
2021-01-08 00:00:58,566948000,55.5742,4.617095,0.5
2021-01-08 00:00:59,219027804,55.94244,11.866287,0
2021-01-08 00:01:00,265513270,57.059,12.272388,0
2021-01-08 00:01:01,219027804,55.94244,11.866287,0
2021-01-08 00:01:01,265513270,57.059,12.272388,0
2021-01-08 00:01:01,566948000,55.574193,4.617087,0.5
2021-01-08 00:01:03,219001559,57.592255,9.975482,0
2021-01-08 00:01:03,219027804,55.94244,11.866288,0
2021-01-08 00:01:04,265513270,57.059,12.272387,0.1
2021-01-08 00:01:05,219027804,55.94244,11.866288,0
2021-01-08 00:01:05,566948000,55.574183,4.617092,0.5
2021-01-08 00:01:06,566948000,55.57418,4.617087,0.5
2021-01-08 00:01:07,219027804,55.94244,11.866287,0
2021-01-08 00:01:08,265513270,57.059,12.272388,0
2021-01-08 00:01:09,219027804,55.94244,11.866287,0
2021-01-08 00:01:10,219001559,57.592245,9.975472,0.1
2021-01-08 00:01:10,265513270,57.059,12.272387,0
2021-01-08 00:01:11,219027804,55.94244,11.866287,0
2021-01-08 00:01:13,219027804,55.94244,11.866288,0
2021-01-08 00:01:14,265513270,57.059,12.272388,0.1
2021-01-08 00:01:15,219027804,55.942447,11.866288,0
2021-01-08 00:01:16,219027804,55.94244,11.866288,0
2021-01-08 00:01:17,219001559,57.592243,9.975467,0.1
2021-01-08 00:01:18,219027804,55.94244,11.866288,0
2021-01-08 00:01:18,265513270,57.059,12.272387,0
2021-01-08 00:01:18,566948000,55.574143,4.617082,0.5
2021-01-08 00:01:21,219027804,55.94244,11.866287,0
2021-01-08 00:01:21,265513270,57.059,12.272387,0
2021-01-08 00:01:21,566948000,55.574138,4.617077,0.6
2021-01-08 00:01:23,219001559,57.592235,9.975458,0.1
2021-01-08 00:01:23,219027804,55.94244,11.866287,0
2021-01-08 00:01:24,265513270,57.059,12.272388,0.1
2021-01-08 00:01:24,566948000,55.574125,4.617072,0.6
2021-01-08 00:01:25,219027804,55.94244,11.866283,0
2021-01-08 00:01:27,219027804,55.94244,11.866283,0
2021-01-08 00:01:27,265513270,57.059,12.272388,0
2021-01-08 00:01:27,566948000,55.574122,4.617067,0.6
2021-01-08 00:01:28,265513270,57.059,12.272388,0
2021-01-08 00:01:29,219001559,57.592228,9.975448,0.1
2021-01-08 00:01:29,219027804,55.94244,11.866287,0
2021-01-08 00:01:31,219027804,55.94244,11.866287,0
2021-01-08 00:01:31,265513270,57.059,12.272388,0
2021-01-08 00:01:31,566948000,55.57411,4.617067,0.6
2021-01-08 00:01:32,219027804,55.94244,11.866287,0
2021-01-08 00:01:34,265513270,57.059,12.272388,0.2
2021-01-08 00:01:35,219027804,55.94244,11.866287,0
2021-01-08 00:01:36,219001559,57.59223,9.975452,0
2021-01-08 00:01:37,219027804,55.94244,11.866283,0
2021-01-08 00:01:37,265513270,57.059,12.272388,0.1
2021-01-08 00:01:38,566948000,55.57409,4.617055,0.6
2021-01-08 00:01:39,219027804,55.94244,11.866283,0
2021-01-08 00:01:40,265513270,57.059,12.272388,0
2021-01-08 00:01:40,566948000,55.574083,4.617052,0.6
2021-01-08 00:01:41,219027804,55.94244,11.866283,0
2021-01-08 00:01:41,265513270,57.059,12.272388,0
2021-01-08 00:01:42,219001559,57.592235,9.975455,0.1
2021-01-08 00:01:43,219027804,55.94244,11.866283,0
2021-01-08 00:01:43,566948000,55.574072,4.617047,0.5
2021-01-08 00:01:44,265513270,57.059,12.272388,0
2021-01-08 00:01:44,566948000,55.57407,4.617047,0.5
2021-01-08 00:01:46,566948000,55.574065,4.617047,0.5
2021-01-08 00:01:47,219027804,55.942447,11.866282,0
2021-01-08 00:01:48,265513270,57.059,12.27239,0.2
2021-01-08 00:01:49,219001559,57.59222,9.975435,0.1
2021-01-08 00:01:49,219027804,55.942447,11.866283,0
2021-01-08 00:01:50,566948000,55.57405,4.617037,0.5
2021-01-08 00:01:51,219027804,55.942447,11.866282,0
2021-01-08 00:01:53,219027804,55.942447,11.866282,0
2021-01-08 00:01:53,566948000,55.574045,4.617035,0.6
2021-01-08 00:01:54,265513270,57.059,12.272388,0.1
2021-01-08 00:01:55,219027804,55.942447,11.866282,0
2021-01-08 00:01:56,219001559,57.592218,9.975433,0.1
2021-01-08 00:01:57,219027804,55.942447,11.866282,0
2021-01-08 00:01:57,566948000,55.574035,4.617035,0.6
2021-01-08 00:01:58,265513270,57.059,12.272388,0
2021-01-08 00:01:59,219027804,55.942447,11.86628,0
2021-01-08 00:02:00,265513270,57.059,12.272388,0
2021-01-08 00:02:01,219027804,55.942447,11.86628,0
2021-01-08 00:02:01,265513270,57.059,12.272388,0
2021-01-08 00:02:02,219001559,57.592227,9.975443,0.1
2021-01-08 00:02:03,219027804,55.942447,11.86628,0
2021-01-08 00:02:04,265513270,57.059,12.272388,0
2021-01-08 00:02:05,219027804,55.942447,11.866278,0
2021-01-08 00:02:06,566948000,55.57401,4.617017,0.6
2021-01-08 00:02:07,219027804,55.942447,11.866278,0
2021-01-08 00:02:08,219001559,57.592228,9.975443,0.1
2021-01-08 00:02:08,265513270,57.059,12.272388,0
2021-01-08 00:02:08,566948000,55.574003,4.617023,0.6
2021-01-08 00:02:09,219027804,55.942447,11.86628,0
2021-01-08 00:02:09,566948000,55.574,4.617023,0.6
2021-01-08 00:02:11,219027804,55.942447,11.86628,0
2021-01-08 00:02:11,265513270,57.059,12.272388,0.1
2021-01-08 00:02:12,566948000,55.573993,4.617015,0.6
2021-01-08 00:02:13,219027804,55.942447,11.86628,0
2021-01-08 00:02:13,566948000,55.573992,4.61701,0.6
2021-01-08 00:02:14,265513270,57.059,12.272388,0
2021-01-08 00:02:15,219001559,57.59223,9.975445,0.1
2021-01-08 00:02:15,219027804,55.942447,11.86628,0
2021-01-08 00:02:17,219027804,55.942447,11.86628,0
2021-01-08 00:02:17,566948000,55.573982,4.617015,0.7
2021-01-08 00:02:18,219027804,55.942447,11.86628,0
2021-01-08 00:02:18,265513270,57.059,12.272388,0.1
2021-01-08 00:02:21,219001559,57.592235,9.975452,0.1
2021-01-08 00:02:21,219027804,55.942447,11.86628,0
2021-01-08 00:02:21,265513270,57.059,12.272388,0.1
2021-01-08 00:02:22,566948000,55.573973,4.617007,0.5
2021-01-08 00:02:23,219027804,55.942447,11.866282,0
2021-01-08 00:02:24,265513270,57.059,12.272388,0.1
2021-01-08 00:02:24,566948000,55.573967,4.617007,0.5
2021-01-08 00:02:25,219027804,55.942447,11.866282,0
2021-01-08 00:02:26,566948000,55.573957,4.616995,0.5
2021-01-08 00:02:27,219027804,55.942447,11.866282,0
2021-01-08 00:02:27,265513270,57.059,12.272388,0.1
2021-01-08 00:02:27,566948000,55.573957,4.616995,0.5
2021-01-08 00:02:28,219001559,57.592227,9.97545,0.1
2021-01-08 00:02:28,265513270,57.059,12.272388,0.1
2021-01-08 00:02:29,219027804,55.942447,11.866282,0
2021-01-08 00:02:29,566948000,55.573953,4.616998,0.6
2021-01-08 00:02:31,219027804,55.942447,11.866282,0
2021-01-08 00:02:31,265513270,57.059,12.272388,0.1
2021-01-08 00:02:32,219027804,55.942447,11.866283,0
2021-01-08 00:02:34,265513270,57.059,12.272388,0
2021-01-08 00:02:35,219001559,57.592228,9.97545,0.1
2021-01-08 00:02:35,219027804,55.942447,11.866283,0
2021-01-08 00:02:36,566948000,55.573938,4.61699,0.6
2021-01-08 00:02:37,219027804,55.94246,11.866283,0
2021-01-08 00:02:37,265513270,57.059,12.272388,0
2021-01-08 00:02:37,566948000,55.573935,4.616987,0.6
2021-01-08 00:02:39,219027804,55.94246,11.866283,0
2021-01-08 00:02:39,566948000,55.573925,4.616988,0.6
2021-01-08 00:02:40,265513270,57.059,12.27239,0
2021-01-08 00:02:41,219001559,57.592235,9.975455,0.1
2021-01-08 00:02:41,219027804,55.94246,11.866283,0
2021-01-08 00:02:43,219027804,55.94246,11.866283,0
2021-01-08 00:02:43,566948000,55.573925,4.616977,0.5
2021-01-08 00:02:44,265513270,57.059,12.27239,0.2
2021-01-08 00:02:47,219001559,57.592247,9.975462,0.1
2021-01-08 00:02:47,219027804,55.94246,11.866282,0
2021-01-08 00:02:47,265513270,57.059,12.272388,0.1
2021-01-08 00:02:47,566948000,55.573905,4.616972,0.5
2021-01-08 00:02:48,265513270,57.059,12.272388,0.1
2021-01-08 00:02:49,219027804,55.94246,11.866282,0
2021-01-08 00:02:51,219027804,55.94246,11.866283,0
2021-01-08 00:02:51,265513270,57.059,12.272388,0.1
2021-01-08 00:02:51,566948000,55.573908,4.616968,0.4
2021-01-08 00:02:53,219027804,55.94246,11.866283,0
2021-01-08 00:02:54,219001559,57.592253,9.975463,0.1
2021-01-08 00:02:54,265513270,57.059,12.272387,0.1
2021-01-08 00:02:55,219027804,55.94246,11.866282,0
2021-01-08 00:02:57,219027804,55.94246,11.866282,0
2021-01-08 00:02:57,257136000,56.911257,7.122958,14
2021-01-08 00:02:57,566948000,55.573897,4.616952,0.3
2021-01-08 00:02:58,265513270,57.059,12.272388,0.1
2021-01-08 00:02:59,219027804,55.94246,11.866282,0
2021-01-08 00:03:00,219001559,57.59226,9.975467,0.1
2021-01-08 00:03:00,265513270,57.059,12.272388,0.1
2021-01-08 00:03:00,566948000,55.573885,4.616952,0.3
2021-01-08 00:03:01,219027804,55.94246,11.866282,0
2021-01-08 00:03:01,265513270,57.059,12.272388,0.1
2021-01-08 00:03:02,219027804,55.94246,11.866282,0
2021-01-08 00:03:03,566948000,55.573888,4.616943,0.2
2021-01-08 00:03:05,219027804,55.94246,11.866282,0
2021-01-08 00:03:07,219027804,55.94246,11.866282,0
2021-01-08 00:03:07,265513270,57.059,12.272388,0
2021-01-08 00:03:07,566948000,55.573885,4.616948,0.2
2021-01-08 00:03:08,265513270,57.059,12.272388,0
2021-01-08 00:03:09,219027804,55.94246,11.866283,0
2021-01-08 00:03:10,265513270,57.059,12.272388,0
2021-01-08 00:03:10,566948000,55.573888,4.616942,0.1
2021-01-08 00:03:11,219027804,55.94246,11.866283,0
2021-01-08 00:03:11,257136000,56.911753,7.124328,13.9
2021-01-08 00:03:13,219027804,55.94246,11.866283,0
2021-01-08 00:03:13,566948000,55.57389,4.616952,0.2
2021-01-08 00:03:14,219001559,57.592257,9.975453,0.1
2021-01-08 00:03:14,265513270,57.059,12.272388,0.1
2021-01-08 00:03:15,219027804,55.94246,11.866283,0
2021-01-08 00:03:17,219027804,55.94246,11.866283,0
2021-01-08 00:03:17,566948000,55.57389,4.616943,0.1
2021-01-08 00:03:18,265513270,57.059,12.272388,0
2021-01-08 00:03:18,566948000,55.573892,4.616943,0.1
2021-01-08 00:03:19,219027804,55.94246,11.866283,0
2021-01-08 00:03:20,219001559,57.592253,9.975453,0.1
2021-01-08 00:03:21,219027804,55.94246,11.866282,0
2021-01-08 00:03:21,265513270,57.059,12.272388,0.1
2021-01-08 00:03:23,219027804,55.94246,11.866282,0
2021-01-08 00:03:24,265513270,57.059,12.272388,0
2021-01-08 00:03:24,566948000,55.573895,4.61695,0.1
2021-01-08 00:03:25,219027804,55.94246,11.866283,0
2021-01-08 00:03:26,219001559,57.592253,9.975455,0.1
2021-01-08 00:03:26,566948000,55.5739,4.616953,0.1
2021-01-08 00:03:27,219027804,55.94246,11.866283,0
2021-01-08 00:03:29,219027804,55.94246,11.866283,0
2021-01-08 00:03:29,566948000,55.5739,4.616952,0.1
2021-01-08 00:03:31,219027804,55.94246,11.866283,0
2021-01-08 00:03:31,265513270,57.059,12.272388,0
2021-01-08 00:03:31,566948000,55.573898,4.616953,0.1
2021-01-08 00:03:32,219027804,55.94246,11.866287,0
2021-01-08 00:03:32,566948000,55.573902,4.616953,0.1
2021-01-08 00:03:33,219001559,57.592205,9.975445,0.1
2021-01-08 00:03:34,265513270,57.059,12.272388,0.1
2021-01-08 00:03:35,219027804,55.94246,11.866287,0
2021-01-08 00:03:35,566948000,55.573905,4.616955,0
2021-01-08 00:03:37,219027804,55.94246,11.866287,0
2021-01-08 00:03:37,265513270,57.059,12.272388,0.3
2021-01-08 00:03:38,566948000,55.573903,4.616958,0
2021-01-08 00:03:39,219001559,57.592193,9.975452,0.1
2021-01-08 00:03:41,265513270,57.059,12.272388,0.1
2021-01-08 00:03:43,219027804,55.94246,11.866287,0
2021-01-08 00:03:44,265513270,57.059,12.272388,0
2021-01-08 00:03:45,566948000,55.573903,4.616958,0
2021-01-08 00:03:46,219001559,57.592227,9.975455,0.1
2021-01-08 00:03:47,219027804,55.94246,11.866283,0
2021-01-08 00:03:47,265513270,57.059,12.272388,0.1
2021-01-08 00:03:47,566948000,55.573907,4.61696,0.1
2021-01-08 00:03:48,566948000,55.573913,4.61696,0.1
2021-01-08 00:03:49,219027804,55.94246,11.866283,0
2021-01-08 00:03:51,219027804,55.942447,11.866282,0
2021-01-08 00:03:51,566948000,55.573913,4.616968,0.1
2021-01-08 00:03:53,219001559,57.592237,9.975458,0.1
2021-01-08 00:03:53,219027804,55.942447,11.866282,0
2021-01-08 00:03:53,566948000,55.57391,4.616963,0.2
2021-01-08 00:03:54,219001559,57.592237,9.975458,0.1
2021-01-08 00:03:54,265513270,57.059,12.272388,0.1
2021-01-08 00:03:55,219027804,55.942447,11.866282,0
2021-01-08 00:03:57,219027804,55.942447,11.866282,0
2021-01-08 00:03:57,566948000,55.573913,4.616963,0.3
2021-01-08 00:03:59,219027804,55.942447,11.866282,0
2021-01-08 00:03:59,566948000,55.573915,4.61697,0.1
2021-01-08 00:04:00,265513270,57.059,12.272388,0
2021-01-08 00:04:00,566948000,55.573915,4.61697,0.1
2021-01-08 00:04:01,219027804,55.942447,11.866283,0
2021-01-08 00:04:01,265513270,57.059,12.272388,0
2021-01-08 00:04:03,566948000,55.573917,4.616968,0.1
2021-01-08 00:04:04,265513270,57.059,12.272388,0.1
2021-01-08 00:04:04,566948000,55.573917,4.61697,0.1
2021-01-08 00:04:05,219001559,57.5922,9.975452,0
2021-01-08 00:04:05,219027804,55.942447,11.866282,0
2021-01-08 00:04:06,566948000,55.573915,4.616972,0.1
2021-01-08 00:04:07,219027804,55.942447,11.866282,0
2021-01-08 00:04:07,265513270,57.059,12.272388,0
2021-01-08 00:04:07,566948000,55.573917,4.61697,0.1
2021-01-08 00:04:08,265513270,57.059,12.272388,0
2021-01-08 00:04:09,566948000,55.573917,4.616968,0.1
2021-01-08 00:04:10,566948000,55.573917,4.616968,0.1
2021-01-08 00:04:11,219027804,55.942447,11.866283,0
2021-01-08 00:04:11,265513270,57.059,12.272388,0
2021-01-08 00:04:11,566948000,55.573918,4.616975,0.1
2021-01-08 00:04:12,219001559,57.592205,9.975452,0
2021-01-08 00:04:13,219027804,55.942447,11.866283,0
2021-01-08 00:04:14,265513270,57.059,12.272388,0.2
2021-01-08 00:04:14,566948000,55.57392,4.616972,0.1
2021-01-08 00:04:15,219027804,55.942447,11.866282,0
2021-01-08 00:04:17,219027804,55.942447,11.866283,0
2021-01-08 00:04:17,566948000,55.573922,4.616975,0.1
2021-01-08 00:04:18,219001559,57.592205,9.975445,0.1
2021-01-08 00:04:21,219027804,55.942447,11.866283,0
2021-01-08 00:04:21,265513270,57.059,12.272388,0.1
2021-01-08 00:04:23,219027804,55.942447,11.866283,0
2021-01-08 00:04:23,566948000,55.573925,4.61698,0.1
2021-01-08 00:04:24,566948000,55.573925,4.61698,0
2021-01-08 00:04:25,219001559,57.592212,9.975452,0.1
2021-01-08 00:04:25,219027804,55.942447,11.866283,0
2021-01-08 00:04:27,219027804,55.942447,11.866283,0
2021-01-08 00:04:27,566948000,55.573928,4.616983,0.1
2021-01-08 00:04:28,265513270,57.059,12.272388,0.1
2021-01-08 00:04:29,219027804,55.942447,11.866283,0
2021-01-08 00:04:29,566948000,55.573928,4.616983,0.1
2021-01-08 00:04:31,219027804,55.942447,11.866283,0
2021-01-08 00:04:31,265513270,57.059,12.272388,0.1
2021-01-08 00:04:32,219001559,57.592223,9.975458,0.1
2021-01-08 00:04:32,219027804,55.942447,11.866283,0
2021-01-08 00:04:34,265513270,57.059,12.272388,0
2021-01-08 00:04:35,219027804,55.942447,11.866283,0
2021-01-08 00:04:35,566948000,55.57393,4.616988,0
2021-01-08 00:04:36,566948000,55.57393,4.616988,0
2021-01-08 00:04:37,265513270,57.059,12.27239,0.1
2021-01-08 00:04:38,219001559,57.592227,9.975458,0.1
2021-01-08 00:04:38,219027804,55.942447,11.866283,0
2021-01-08 00:04:40,219001559,57.592227,9.975455,0.1
2021-01-08 00:04:41,265513270,57.059,12.272388,0.2
2021-01-08 00:04:43,219001559,57.592227,9.975455,0.1
2021-01-08 00:04:43,219027804,55.942447,11.866287,0
2021-01-08 00:04:44,219027804,55.942447,11.866287,0
2021-01-08 00:04:45,219001559,57.59223,9.975457,0.1
2021-01-08 00:04:45,566948000,55.573937,4.61699,0.1
2021-01-08 00:04:47,219001559,57.592227,9.975455,0.1
2021-01-08 00:04:47,219027804,55.942447,11.866287,0
2021-01-08 00:04:47,566948000,55.573938,4.616995,0.1
2021-01-08 00:04:48,219001559,57.592227,9.975455,0.1
2021-01-08 00:04:48,265513270,57.059,12.272388,0.1
2021-01-08 00:04:49,219001559,57.59223,9.975457,0.1
2021-01-08 00:04:49,219027804,55.942447,11.866287,0
2021-01-08 00:04:50,566948000,55.573938,4.616993,0.1
2021-01-08 00:04:51,219001559,57.59223,9.975455,0.1
2021-01-08 00:04:51,219027804,55.942447,11.866288,0
2021-01-08 00:04:51,257136000,56.915225,7.134263,14.1
2021-01-08 00:04:52,219001559,57.59223,9.975458,0.1
2021-01-08 00:04:53,219001559,57.592227,9.975458,0.1
2021-01-08 00:04:53,566948000,55.573942,4.616995,0.1
2021-01-08 00:04:54,265513270,57.059,12.272388,0
2021-01-08 00:04:55,219001559,57.592228,9.975458,0.1
2021-01-08 00:04:55,219027804,55.94244,11.866288,0
2021-01-08 00:04:56,219001559,57.592227,9.975458,0.1
2021-01-08 00:04:57,219001559,57.59223,9.975458,0.1
2021-01-08 00:04:57,219027804,55.94244,11.866288,0
2021-01-08 00:04:59,219027804,55.94244,11.866288,0
2021-01-08 00:05:00,219001559,57.592235,9.975458,0.1
2021-01-08 00:05:01,219001559,57.592237,9.975463,0.1
2021-01-08 00:05:01,219027804,55.94244,11.86629,0
2021-01-08 00:05:01,265513270,57.059,12.272388,0
2021-01-08 00:05:02,219001559,57.592242,9.975462,0.1
2021-01-08 00:05:02,219027804,55.94244,11.86629,0
2021-01-08 00:05:03,219001559,57.592245,9.975463,0.1
2021-01-08 00:05:04,219001559,57.592245,9.975463,0.1
2021-01-08 00:05:04,265513270,57.059,12.272388,0
2021-01-08 00:05:04,566948000,55.573945,4.617002,0.1
2021-01-08 00:05:05,219001559,57.592248,9.975462,0.1
2021-01-08 00:05:05,219027804,55.942447,11.866292,0
2021-01-08 00:05:06,219001559,57.592252,9.975462,0.1
2021-01-08 00:05:07,219027804,55.942447,11.866295,0
2021-01-08 00:05:08,219001559,57.592253,9.975463,0.1
2021-01-08 00:05:08,566948000,55.573945,4.616997,0.1
2021-01-08 00:05:09,219001559,57.592253,9.975465,0.1
2021-01-08 00:05:09,219027804,55.942447,11.866292,0
2021-01-08 00:05:10,219001559,57.592253,9.975467,0.1
2021-01-08 00:05:10,566948000,55.573947,4.617002,0.1
2021-01-08 00:05:11,219001559,57.592253,9.975467,0.1
2021-01-08 00:05:11,219027804,55.942447,11.866292,0
2021-01-08 00:05:11,265513270,57.059,12.272388,0
2021-01-08 00:05:13,219001559,57.592252,9.975467,0.1
2021-01-08 00:05:13,219027804,55.942447,11.866292,0
2021-01-08 00:05:14,219001559,57.592252,9.975467,0.1
2021-01-08 00:05:14,265513270,57.059,12.272388,0.1
2021-01-08 00:05:15,219001559,57.592248,9.975465,0.1
2021-01-08 00:05:17,219001559,57.592248,9.975467,0.1
2021-01-08 00:05:17,566948000,55.573943,4.616998,0
2021-01-08 00:05:18,219001559,57.592245,9.975462,0.1
2021-01-08 00:05:18,265513270,57.059002,12.272388,0
2021-01-08 00:05:19,219001559,57.592242,9.97546,0.1
2021-01-08 00:05:19,219027804,55.942447,11.866292,0
2021-01-08 00:05:20,219001559,57.592242,9.975462,0.1
2021-01-08 00:05:21,219027804,55.942447,11.866292,0
2021-01-08 00:05:21,265513270,57.059,12.272388,0
2021-01-08 00:05:22,219001559,57.592242,9.975463,0.1
2021-01-08 00:05:23,219001559,57.592242,9.975467,0.1
2021-01-08 00:05:23,219027804,55.942447,11.866292,0
2021-01-08 00:05:24,219001559,57.592245,9.975468,0.1
2021-01-08 00:05:24,265513270,57.059,12.272388,0
2021-01-08 00:05:25,219027804,55.942447,11.866292,0
2021-01-08 00:05:26,219001559,57.592243,9.97547,0.1
2021-01-08 00:05:26,219027804,55.942447,11.866292,0
2021-01-08 00:05:27,219001559,57.592243,9.975465,0.1
2021-01-08 00:05:27,219027804,55.942447,11.866292,0
2021-01-08 00:05:28,265513270,57.059,12.272387,0.1
2021-01-08 00:05:29,219001559,57.592242,9.975467,0.1
2021-01-08 00:05:29,219027804,55.942447,11.866292,0
2021-01-08 00:05:30,566948000,55.573943,4.617003,0
2021-01-08 00:05:31,219001559,57.592243,9.975472,0.1
2021-01-08 00:05:31,219027804,55.94244,11.866292,0
2021-01-08 00:05:31,265513270,57.059,12.27239,0.2
2021-01-08 00:05:31,566948000,55.573943,4.617003,0
2021-01-08 00:05:33,219001559,57.592242,9.97548,0.1
2021-01-08 00:05:33,219027804,55.94244,11.866292,0
2021-01-08 00:05:34,219001559,57.592238,9.975482,0.1
2021-01-08 00:05:34,566948000,55.57394,4.617,0.1
2021-01-08 00:05:35,219001559,57.59224,9.975482,0.1
2021-01-08 00:05:35,219027804,55.94244,11.866292,0
2021-01-08 00:05:36,219001559,57.592245,9.975488,0.1
2021-01-08 00:05:37,219001559,57.592247,9.975488,0.1
2021-01-08 00:05:37,219027804,55.94244,11.866295,0
2021-01-08 00:05:37,265513270,57.059002,12.272388,0
2021-01-08 00:05:37,566948000,55.573943,4.617005,0
2021-01-08 00:05:38,219027804,55.94244,11.866295,0
2021-01-08 00:05:39,219001559,57.592248,9.975493,0.1
2021-01-08 00:05:40,219001559,57.592247,9.975488,0.1
2021-01-08 00:05:41,219001559,57.592245,9.975488,0.1
2021-01-08 00:05:41,265513270,57.059,12.272388,0
2021-01-08 00:05:41,566948000,55.573938,4.617002,0.1
2021-01-08 00:05:43,219001559,57.592243,9.975482,0
2021-01-08 00:05:43,219027804,55.94244,11.866292,0
2021-01-08 00:05:43,566948000,55.57394,4.617008,0.1
2021-01-08 00:05:44,219001559,57.592242,9.975475,0
2021-01-08 00:05:44,219027804,55.94244,11.866295,0
2021-01-08 00:05:44,265513270,57.059002,12.272388,0.1
2021-01-08 00:05:45,219001559,57.592237,9.97547,0.1
2021-01-08 00:05:46,219001559,57.592237,9.975467,0
2021-01-08 00:05:47,219027804,55.94244,11.866297,0
2021-01-08 00:05:47,566948000,55.573938,4.617013,0.1
2021-01-08 00:05:48,219001559,57.592237,9.975465,0
2021-01-08 00:05:48,265513270,57.059002,12.272388,0
2021-01-08 00:05:49,219001559,57.59224,9.975462,0
2021-01-08 00:05:49,219027804,55.94244,11.866295,0
2021-01-08 00:05:50,219001559,57.592242,9.975463,0
2021-01-08 00:05:50,566948000,55.573937,4.617012,0.2
